"user_sn","prac_sn","date","during_time","score_rate","binary_res","items_ans_time","indicator_name","subject_name"
"108343","51886266","2024-03-15 09:09:58","17","50","1@XX@0@XX@","9898@XX@7093@XX@","能認識容器的容積和求容積。","數學108"
"311086","51886469","2024-03-15 09:13:15","31","50","0@XX@1@XX@","17831@XX@13454@XX@","能了解固體體積與增加容量的關係。","數學108"
"278962","51886473","2024-03-15 09:13:03","51","100","1@XX@1@XX@","29687@XX@20900@XX@","能了解固體體積與增加容量的關係。","數學108"
"311086","51886497","2024-03-15 09:14:05","10","100","1@XX@1@XX@","4913@XX@5417@XX@","能了解固體體積與增加容量的關係。","數學108"
"104242","51886583","2024-03-15 09:14:42","63","100","1@XX@1@XX@","33955@XX@29216@XX@","能了解固體體積與增加容量的關係。","數學108"
"311152","51886763","2024-03-15 09:15:48","105","50","1@XX@0@XX@","60031@XX@45135@XX@","能認識容器的容積和求容積。","數學108"
"307570","51886766","2024-03-15 09:17:20","15","100","1@XX@1@XX@","9798@XX@5240@XX@","10以內聽讀寫做、0的使用。","數學108"
"11303","51886787","2024-03-15 09:17:44","6","0","0@XX@0@XX@","3910@XX@2086@XX@","認識天體的分類","自然108"
"311152","51886804","2024-03-15 09:17:49","21","100","1@XX@1@XX@","17089@XX@3542@XX@","能認識容器的容積和求容積。","數學108"
"311152","51886822","2024-03-15 09:18:14","8","100","1@XX@1@XX@","3510@XX@3904@XX@","能認識容器的容積和求容積。","數學108"
"278962","51886833","2024-03-15 09:18:11","19","50","1@XX@0@XX@","12073@XX@7622@XX@","了解分數乘法中，被乘數、乘數和積的關係。","數學108"
"38371","51886859","2024-03-15 09:17:29","84","100","1@XX@1@XX@","31122@XX@53513@XX@","能了解固體體積與增加容量的關係。","數學108"
"278962","51886863","2024-03-15 09:18:45","12","100","1@XX@1@XX@","6926@XX@5569@XX@","了解分數乘法中，被乘數、乘數和積的關係。","數學108"
"278962","51886900","2024-03-15 09:19:07","20","50","1@XX@0@XX@","9892@XX@10049@XX@","能解決帶分數除以整數的應用問題。","數學108"
"278962","51886928","2024-03-15 09:19:31","14","50","0@XX@1@XX@","9396@XX@4050@XX@","能解決帶分數除以整數的應用問題。","數學108"
"278962","51886955","2024-03-15 09:19:59","7","100","1@XX@1@XX@","3773@XX@3488@XX@","能解決帶分數除以整數的應用問題。","數學108"
"104242","51886971","2024-03-15 09:18:38","103","50","1@XX@0@XX@","35193@XX@67367@XX@","能理解分數乘法的意涵，並解決生活中相關問題。","數學108"
"38371","51886972","2024-03-15 09:19:41","41","50","0@XX@1@XX@","16062@XX@25022@XX@","能算出不規則形狀物體的體積。","數學108"
"104242","51886985","2024-03-15 09:20:26","15","50","1@XX@0@XX@","5330@XX@9875@XX@","能理解分數乘法的意涵，並解決生活中相關問題。","數學108"
"278962","51886991","2024-03-15 09:20:17","30","50","0@XX@1@XX@","26006@XX@4409@XX@","能理解帶分數乘以帶分數的意義。","數學108"
"38371","51886993","2024-03-15 09:20:38","9","100","1@XX@1@XX@","4234@XX@4584@XX@","能算出不規則形狀物體的體積。","數學108"
"104242","51887027","2024-03-15 09:21:15","11","100","1@XX@1@XX@","6274@XX@5373@XX@","能理解分數乘法的意涵，並解決生活中相關問題。","數學108"
"104242","51887049","2024-03-15 09:21:40","15","50","1@XX@0@XX@","9297@XX@5587@XX@","了解分數乘法中，被乘數、乘數和積的關係。","數學108"
"104242","51887056","2024-03-15 09:22:00","8","50","1@XX@0@XX@","4097@XX@4326@XX@","了解分數乘法中，被乘數、乘數和積的關係。","數學108"
"104242","51887065","2024-03-15 09:22:12","8","50","1@XX@0@XX@","3860@XX@3456@XX@","了解分數乘法中，被乘數、乘數和積的關係。","數學108"
"104242","51887071","2024-03-15 09:22:24","9","100","1@XX@1@XX@","4083@XX@5291@XX@","了解分數乘法中，被乘數、乘數和積的關係。","數學108"
"286903","51887094","2024-03-15 09:22:22","61","0","0@XX@0@XX@","13864@XX@46880@XX@","能認識容器的容積和求容積。","數學108"
"313378","51887128","2024-03-15 09:24:46","13","0","0@XX@0@XX@","5788@XX@7232@XX@","能了解容器的容量和液體體積的關係。","數學108"
"313378","51887141","2024-03-15 09:25:22","20","100","1@XX@1@XX@","3613@XX@17099@XX@","能了解容器的容量和液體體積的關係。","數學108"
"286903","51887145","2024-03-15 09:23:34","135","100","1@XX@1@XX@","31870@XX@102862@XX@","能認識容器的容積和求容積。","數學108"
"313378","51887275","2024-03-15 09:29:55","147","0","0@XX@0@XX@","65484@XX@120255@XX@126108@XX@131795@XX@139693@XX@6779@XX@","能認識容器的容積和求容積。","數學108"
"313378","51887292","2024-03-15 09:32:58","11","100","1@XX@1@XX@","5179@XX@5660@XX@","能認識容器的容積和求容積。","數學108"
"313378","51887359","2024-03-15 09:34:11","68","0","0@XX@0@XX@","30881@XX@37041@XX@","能算出不規則形狀物體的體積。","數學108"
"313378","51887412","2024-03-15 09:35:37","65","0","0@XX@0@XX@","54189@XX@10702@XX@","能算出不規則形狀物體的體積。","數學108"
"313378","51887448","2024-03-15 09:37:06","13","50","0@XX@1@XX@","3365@XX@9724@XX@","能算出不規則形狀物體的體積。","數學108"
"106735","51889132","2024-03-15 09:54:28","8","0","0@XX@0@XX@","5804@XX@2693@XX@","認識天體的分類","自然108"
"122299","51889958","2024-03-15 10:02:40","16","0","0@XX@0@XX@","9030@XX@7097@XX@","認識天體的分類","自然108"
"307570","51897569","2024-03-15 12:39:05","39","100","1@XX@1@XX@","18176@XX@20926@XX@","認識天體的分類","自然108"
"20034","51898100","2024-03-15 12:48:23","5","0","0@XX@0@XX@","3247@XX@1937@XX@","認識天體的分類","自然108"
"20034","51898115","2024-03-15 12:48:37","7","100","1@XX@1@XX@","4205@XX@2273@XX@","認識天體的分類","自然108"
"250399","51898636","2024-03-15 12:55:25","55","50","0@XX@1@XX@","53083@XX@2247@XX@","認識天體的分類","自然108"
"108139","51930116","2024-03-16 12:30:30","8","50","0@XX@1@XX@","3556@XX@4524@XX@","認識天體的分類","自然108"
"108139","51930121","2024-03-16 12:30:43","6","50","0@XX@1@XX@","4510@XX@2050@XX@","認識天體的分類","自然108"
"108139","51930123","2024-03-16 12:30:53","6","100","1@XX@1@XX@","3629@XX@3109@XX@","認識天體的分類","自然108"
"4561","51950117","2024-03-17 20:21:18","16","100","1@XX@1@XX@","7148@XX@8799@XX@","黑白世界的選美比賽","視覺藝術"
"4561","51950134","2024-03-17 20:21:41","19","100","1@XX@","18602@XX@","藝術的三位好朋友","視覺藝術"
"4561","51950161","2024-03-17 20:22:09","24","50","0@XX@1@XX@","12476@XX@11474@XX@","圖案設計師","視覺藝術"
"11303","51954459","2024-03-18 07:35:02","180","100","1@XX@1@XX@","176877@XX@3377@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"11303","51955171","2024-03-18 08:01:35","8","50","1@XX@0@XX@","4644@XX@3469@XX@","模擬星空軟體的使用","自然108"
"108139","51959492","2024-03-18 08:32:06","100","100","1@XX@1@XX@","52943@XX@46653@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"82762","51960043","2024-03-18 08:39:33","46","50","1@XX@0@XX@","22836@XX@22731@XX@","愛護動物及友善環境的方法","自然108"
"82762","51960074","2024-03-18 08:40:36","22","100","1@XX@1@XX@","7292@XX@14851@XX@","愛護動物及友善環境的方法","自然108"
"13328","51960102","2024-03-18 08:41:26","11","100","1@XX@1@XX@","5539@XX@4983@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"82762","51960127","2024-03-18 08:42:29","17","100","1@XX@1@XX@","5878@XX@11230@XX@","常見的動物身體的構造","自然108"
"62947","51960162","2024-03-18 08:43:31","11","50","1@XX@0@XX@","7430@XX@3250@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"23250","51960189","2024-03-18 08:44:08","14","100","1@XX@1@XX@","46740@XX@4184@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"286321","51960255","2024-03-18 08:46:45","7","100","1@XX@1@XX@","2445@XX@4364@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"46696","51960264","2024-03-18 08:47:00","13","0","0@XX@0@XX@","9221@XX@3735@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"42415","51960295","2024-03-18 08:47:30","43","100","1@XX@1@XX@","9846@XX@25277@XX@34859@XX@8019@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"307570","51960296","2024-03-18 08:48:05","13","0","0@XX@0@XX@","9559@XX@2534@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"106735","51960304","2024-03-18 08:48:03","25","0","0@XX@0@XX@","20233@XX@4505@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"307570","51960309","2024-03-18 08:48:28","6","100","1@XX@1@XX@","3680@XX@2697@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"307570","51960313","2024-03-18 08:48:37","13","100","1@XX@1@XX@","3173@XX@9886@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"212767","51960315","2024-03-18 08:48:53","11","50","0@XX@1@XX@","5375@XX@5251@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"250399","51960319","2024-03-18 08:47:02","128","100","1@XX@1@XX@","87904@XX@39442@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"122299","51960327","2024-03-18 08:49:28","9","50","1@XX@0@XX@","5544@XX@4163@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"20034","51960338","2024-03-18 08:49:27","37","100","1@XX@1@XX@","22079@XX@15344@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"272527","51960351","2024-03-18 08:49:57","33","100","1@XX@1@XX@","13319@XX@18952@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"312031","51974621","2024-03-18 13:17:54","31","50","0@XX@1@XX@","6085@XX@25204@XX@","能理解帶分數乘以整數的意義。","數學108"
"312031","51974632","2024-03-18 13:18:30","17","50","0@XX@1@XX@","13212@XX@3983@XX@","能理解帶分數乘以整數的意義。","數學108"
"312031","51974646","2024-03-18 13:18:53","12","50","0@XX@1@XX@","8224@XX@4018@XX@","能理解帶分數乘以整數的意義。","數學108"
"312031","51974668","2024-03-18 13:19:16","25","100","1@XX@1@XX@","14026@XX@11119@XX@","能理解整數乘以分數的意義。","數學108"
"312031","51974681","2024-03-18 13:19:51","8","100","1@XX@1@XX@","4218@XX@4088@XX@","能理解整數乘以分數的意義。","數學108"
"312031","51974695","2024-03-18 13:20:07","6","100","1@XX@1@XX@","3171@XX@3302@XX@","能理解整數乘以分數的意義。","數學108"
"221236","51986242","2024-03-18 15:49:19","150","100","1@XX@1@XX@","65836@XX@84695@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"221236","51986259","2024-03-18 15:52:00","13","100","1@XX@1@XX@","8438@XX@4801@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"4561","52152423","2024-03-22 08:27:11","11","100","1@XX@1@XX@","4356@XX@5867@XX@","描述陸生動物的形態","自然"
"4561","52152635","2024-03-22 08:28:03","13","100","1@XX@1@XX@","6177@XX@6176@XX@","描述水生動物的形態","自然"
"4561","52152841","2024-03-22 08:28:53","18","100","1@XX@1@XX@","3562@XX@14012@XX@","描述陸生動物的運動方式","自然"
"4561","52152928","2024-03-22 08:29:17","19","100","1@XX@1@XX@","14736@XX@4631@XX@","描述水生動物的運動方式","自然"
"221236","52171432","2024-03-22 13:06:06","5","100","1@XX@1@XX@","2931@XX@2359@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"221236","52171482","2024-03-22 13:06:42","5","100","1@XX@1@XX@","2621@XX@2119@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"212767","52191899","2024-03-22 21:02:56","10","50","0@XX@1@XX@","4482@XX@5543@XX@","認識立方公尺，知道1立方公尺＝1000000立方公分。","數學"
"122299","52193246","2024-03-22 21:49:51","14","50","1@XX@0@XX@","7090@XX@7280@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"122299","52193392","2024-03-22 21:55:00","16","100","1@XX@1@XX@","10523@XX@5326@XX@","能計算簡單長方體和正方體複合形體的體積。","數學108"
"46696","52204132","2024-03-23 18:54:08","425","50","0@XX@1@XX@","4074@XX@420253@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"62947","52208419","2024-03-24 09:30:22","31","50","0@XX@1@XX@","25974@XX@4835@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"4561","52212649","2024-03-24 13:56:53","36","50","0@XX@1@XX@","25255@XX@10477@XX@","認識Google文件及基本操作","資訊教育"
"4561","52212656","2024-03-24 13:57:57","11","100","1@XX@1@XX@","5370@XX@5748@XX@","含蓄與內在-東方藝術","視覺藝術"
"4561","52212722","2024-03-24 14:01:08","12","50","1@XX@0@XX@","3836@XX@7721@XX@","活力與表現-西方藝術","視覺藝術"
"4561","52212729","2024-03-24 14:01:25","16","100","1@XX@1@XX@","3502@XX@11995@XX@","百變畫面","視覺藝術"
"4561","52212737","2024-03-24 14:01:47","12","50","1@XX@0@XX@","5489@XX@6434@XX@","自畫大師像","視覺藝術"
"4561","52212740","2024-03-24 14:02:05","14","50","1@XX@0@XX@","6720@XX@7340@XX@","似我顏怎繪","視覺藝術"
"4561","52212808","2024-03-24 14:04:03","180","0","0@XX@0@XX@","174486@XX@5396@XX@","看自然玩藝術","視覺藝術"
"4561","52212831","2024-03-24 14:07:16","84","100","1@XX@1@XX@","3565@XX@79323@XX@4824@XX@","看自然玩藝術","視覺藝術"
"4561","52212841","2024-03-24 14:08:57","16","50","0@XX@1@XX@","5871@XX@10446@XX@","歡喜慶元宵","視覺藝術"
"4561","52212845","2024-03-24 14:09:19","13","0","0@XX@0@XX@","6910@XX@5388@XX@","有拜有保庇","視覺藝術"
"4561","52212849","2024-03-24 14:09:43","6","100","1@XX@1@XX@","2149@XX@4086@XX@","有拜有保庇","視覺藝術"
"4561","52212859","2024-03-24 14:09:56","19","100","1@XX@1@XX@","6920@XX@11972@XX@","原民美學","視覺藝術"
"4561","52212872","2024-03-24 14:10:24","14","50","0@XX@1@XX@","4921@XX@8299@XX@","傘亮客家","視覺藝術"
"4561","52212884","2024-03-24 14:10:59","9","100","1@XX@1@XX@","4076@XX@5178@XX@","人聲魔法師","音樂"
"4561","52212893","2024-03-24 14:11:16","14","100","1@XX@1@XX@","8694@XX@5872@XX@","美妙的歌聲","音樂"
"4561","52212900","2024-03-24 14:11:38","11","100","1@XX@1@XX@","5407@XX@6299@XX@","整齊和不整齊的歌","音樂"
"4561","52212908","2024-03-24 14:12:04","12","100","1@XX@1@XX@","5484@XX@5843@XX@","空間觀察員","視覺藝術"
"4561","52212919","2024-03-24 14:12:30","13","0","0@XX@0@XX@","5863@XX@7458@XX@","畫筆們的奔跑實驗","視覺藝術"
"4561","52212925","2024-03-24 14:12:47","12","100","1@XX@1@XX@","6387@XX@5291@XX@","畫筆們的奔跑實驗","視覺藝術"
"4561","52212938","2024-03-24 14:13:07","25","50","0@XX@1@XX@","8710@XX@16546@XX@","創造不同皮膚的怪獸","視覺藝術"
"4561","52212947","2024-03-24 14:13:38","17","100","1@XX@1@XX@","6661@XX@10077@XX@","葉子世界","視覺藝術"
"4561","52212952","2024-03-24 14:14:05","11","100","1@XX@1@XX@","4281@XX@7193@XX@","欣賞複合媒材的作品","視覺藝術"
"4561","52212976","2024-03-24 14:15:11","14","50","1@XX@0@XX@","5308@XX@8507@XX@","黑白世界的選美比賽","視覺藝術"
"4561","52212987","2024-03-24 14:15:31","18","100","1@XX@","17868@XX@","藝術的三位好朋友","視覺藝術"
"4561","52212998","2024-03-24 14:15:54","19","50","0@XX@1@XX@","7880@XX@11211@XX@","圖案設計師","視覺藝術"
"4561","52213006","2024-03-24 14:16:24","13","100","1@XX@1@XX@","5446@XX@7283@XX@","班級Logo設計","視覺藝術"
"4561","52213013","2024-03-24 14:16:54","16","100","1@XX@1@XX@","7737@XX@8490@XX@","音樂活動Follow Me","音樂"
"4561","52213016","2024-03-24 14:17:17","10","100","1@XX@1@XX@","4255@XX@5889@XX@","音樂會禮儀","音樂"
"4561","52213021","2024-03-24 14:17:32","16","50","1@XX@0@XX@","7099@XX@9431@XX@","環樂世界趣-台灣篇","音樂"
"4561","52213026","2024-03-24 14:17:55","10","100","1@XX@1@XX@","6375@XX@4199@XX@","藝想不到","視覺藝術"
"4561","52213036","2024-03-24 14:18:26","15","50","0@XX@1@XX@","8455@XX@6145@XX@","新藝術特搜隊","視覺藝術"
"4561","52213043","2024-03-24 14:18:46","12","100","1@XX@1@XX@","4514@XX@7757@XX@","裝飾藝術小尖兵","視覺藝術"
"4561","52213050","2024-03-24 14:19:05","12","100","1@XX@1@XX@","8423@XX@4068@XX@","公共藝術觀察家","視覺藝術"
"4561","52213056","2024-03-24 14:19:27","14","100","1@XX@1@XX@","8149@XX@6160@XX@","空間美化達人","視覺藝術"
"4561","52213061","2024-03-24 14:19:47","8","100","1@XX@1@XX@","4198@XX@3677@XX@","空間美化達人","視覺藝術"
"20034","52213977","2024-03-24 15:18:05","42","100","1@XX@1@XX@","10100@XX@32032@XX@","燃燒的條件","自然108"
"106735","52214932","2024-03-24 16:11:34","8","0","0@XX@0@XX@","3493@XX@4505@XX@","燃燒的條件","自然108"
"106735","52214945","2024-03-24 16:11:58","8","0","0@XX@0@XX@","4980@XX@2451@XX@","燃燒的條件","自然108"
"106735","52214968","2024-03-24 16:12:55","6","50","0@XX@1@XX@","2814@XX@2492@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"42415","52219232","2024-03-24 20:34:52","16","50","1@XX@0@XX@","7188@XX@8701@XX@","燃燒的條件","自然108"
"42415","52219255","2024-03-24 20:36:02","7","100","1@XX@1@XX@","3199@XX@3274@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"250399","52222727","2024-03-24 23:58:14","64","50","1@XX@0@XX@","30773@XX@33462@XX@","燃燒的條件","自然108"
"11303","52223318","2024-03-25 07:30:09","12","100","1@XX@1@XX@","6613@XX@5053@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"221236","52224228","2024-03-25 08:01:13","84","100","1@XX@1@XX@","70345@XX@13346@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"221236","52224240","2024-03-25 08:02:41","8","100","1@XX@1@XX@","4974@XX@3126@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"221236","52224273","2024-03-25 08:03:01","17","100","1@XX@1@XX@","8261@XX@8771@XX@","燃燒的條件","自然108"
"221236","52224282","2024-03-25 08:03:21","6","100","1@XX@1@XX@","3922@XX@2429@XX@","燃燒的條件","自然108"
"13328","52226415","2024-03-25 08:19:40","32","50","1@XX@0@XX@","29359@XX@2507@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"13328","52226446","2024-03-25 08:20:21","6","100","1@XX@1@XX@","3208@XX@2866@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"13328","52226520","2024-03-25 08:20:49","17","100","1@XX@1@XX@","8343@XX@8289@XX@","燃燒的條件","自然108"
"13328","52226561","2024-03-25 08:21:12","12","100","1@XX@1@XX@","8955@XX@2818@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"212767","52242475","2024-03-25 13:05:44","4","0","0@XX@0@XX@","2555@XX@2148@XX@","燃燒的條件","自然108"
"13328","52249336","2024-03-25 14:46:38","20","50","0@XX@1@XX@","17896@XX@2145@XX@","防火與滅火","自然108"
"13328","52249355","2024-03-25 14:47:05","4","100","1@XX@1@XX@","2282@XX@1791@XX@","防火與滅火","自然108"
"62947","52249544","2024-03-25 14:48:58","10","100","1@XX@1@XX@","4855@XX@4996@XX@","燃燒的條件","自然108"
"62947","52249582","2024-03-25 14:49:15","24","0","0@XX@0@XX@","12106@XX@11751@XX@","防火與滅火","自然108"
"62947","52249680","2024-03-25 14:50:24","6","50","0@XX@1@XX@","3086@XX@2579@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"23250","52249802","2024-03-25 14:51:17","29","50","0@XX@1@XX@","24961@XX@3797@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"23250","52249823","2024-03-25 14:51:53","6","100","1@XX@1@XX@","2055@XX@4311@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"23250","52249895","2024-03-25 14:52:25","29","100","1@XX@1@XX@","24213@XX@5517@XX@","燃燒的條件","自然108"
"307570","52249909","2024-03-25 14:52:46","23","100","1@XX@1@XX@","15772@XX@7299@XX@","燃燒的條件","自然108"
"108139","52249915","2024-03-25 14:52:48","26","100","1@XX@1@XX@","10148@XX@16009@XX@","防火與滅火","自然108"
"23250","52249916","2024-03-25 14:53:01","14","50","1@XX@0@XX@","6186@XX@8178@XX@","防火與滅火","自然108"
"23250","52249925","2024-03-25 14:53:22","5","100","1@XX@1@XX@","2421@XX@2072@XX@","防火與滅火","自然108"
"108139","52249932","2024-03-25 14:53:22","9","100","1@XX@1@XX@","3926@XX@5701@XX@","燃燒的條件","自然108"
"23250","52249946","2024-03-25 14:53:38","8","50","1@XX@0@XX@","3851@XX@4025@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"108139","52249960","2024-03-25 14:53:37","14","50","1@XX@0@XX@","4963@XX@9270@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"23250","52249971","2024-03-25 14:53:53","4","100","1@XX@1@XX@","2225@XX@2267@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"108139","52249976","2024-03-25 14:53:59","4","100","1@XX@1@XX@","1748@XX@3006@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"108139","52250081","2024-03-25 14:54:15","78","50","1@XX@0@XX@","73407@XX@5107@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"108139","52250112","2024-03-25 14:56:01","3","100","1@XX@1@XX@","1817@XX@1864@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"221236","52250431","2024-03-25 15:02:47","6","0","0@XX@0@XX@","2722@XX@2678@XX@","防火與滅火","自然108"
"221236","52250438","2024-03-25 15:03:01","6","100","1@XX@1@XX@","3294@XX@2244@XX@","防火與滅火","自然108"
"106735","52270161","2024-03-26 07:31:15","67","100","1@XX@1@XX@","53324@XX@14161@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"20034","52270218","2024-03-26 07:35:27","87","0","0@XX@0@XX@","84218@XX@2462@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"20034","52270225","2024-03-26 07:37:05","16","0","0@XX@0@XX@","12576@XX@3062@XX@","防火與滅火","自然108"
"20034","52270231","2024-03-26 07:37:33","6","100","1@XX@1@XX@","3848@XX@2642@XX@","防火與滅火","自然108"
"20034","52270244","2024-03-26 07:38:06","12","0","0@XX@0@XX@","9313@XX@2281@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"20034","52270252","2024-03-26 07:38:29","9","50","1@XX@0@XX@","7264@XX@2526@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"20034","52270258","2024-03-26 07:38:51","4","100","1@XX@1@XX@","1991@XX@1984@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"106735","52270501","2024-03-26 07:48:09","11","0","0@XX@0@XX@","8544@XX@2145@XX@","防火與滅火","自然108"
"250399","52270532","2024-03-26 07:49:31","21","50","1@XX@0@XX@","14891@XX@5839@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"250399","52270956","2024-03-26 07:59:32","19","0","0@XX@0@XX@","17258@XX@2475@XX@","防火與滅火","自然108"
"250399","52271171","2024-03-26 08:02:30","47","100","1@XX@1@XX@","42618@XX@4463@XX@","製造與檢驗氧氣和二氧化碳","自然108"
"42415","52271183","2024-03-26 08:03:06","16","50","1@XX@0@XX@","12565@XX@3109@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"307570","52271822","2024-03-26 08:09:40","12","100","1@XX@1@XX@","9598@XX@3109@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"4561","52275237","2024-03-26 08:34:22","25","100","1@XX@1@XX@","3849@XX@20847@XX@","知道動物外型可分為頭、軀幹、四肢","自然"
"4561","52275269","2024-03-26 08:34:51","12","50","0@XX@1@XX@","7519@XX@4490@XX@","知道植物有花、果實、種子等構造","自然"
"4561","52275518","2024-03-26 08:36:59","20","50","0@XX@1@XX@","13489@XX@7115@XX@","植物的身體結構分為根莖葉花果實種子","自然108"
"4561","52275635","2024-03-26 08:38:23","20","50","1@XX@0@XX@","7730@XX@12374@XX@","植物能提供動物生存的重要功能","自然108"
"4561","52275695","2024-03-26 08:38:47","42","100","1@XX@1@XX@","8817@XX@32336@XX@","植物與人類生活的關係","自然108"
"286321","52275881","2024-03-26 08:41:58","8","50","0@XX@1@XX@","5084@XX@3476@XX@","能用直式處理「整數除以整數，商為三位小數沒有餘數」的計算。","數學108"
"65038","52289674","2024-03-26 12:55:35","23","100","1@XX@1@XX@","13183@XX@8865@XX@","熟悉分母為2、4、5、8、10、100之真分數所對應的小數。","數學"
"65038","52289686","2024-03-26 12:56:06","5","100","1@XX@1@XX@","2630@XX@2654@XX@","熟悉分母為2、4、5、8、10、100之真分數所對應的小數。","數學"
"65038","52289712","2024-03-26 12:56:26","5","100","1@XX@1@XX@","2869@XX@2024@XX@","熟悉分母為2、4、5、8、10、100之真分數所對應的小數。","數學"
"65038","52289729","2024-03-26 12:56:45","9","100","1@XX@1@XX@","3449@XX@4878@XX@","熟悉分母為2、4、5、8、10、100之真分數所對應的小數。","數學"
"65038","52289753","2024-03-26 12:57:07","5","100","1@XX@1@XX@","2544@XX@2183@XX@","熟悉分母為2、4、5、8、10、100之真分數所對應的小數。","數學"
"313897","52290925","2024-03-26 13:18:32","7","0","0@XX@","6560@XX@","體適能遊戲-小碎步","健康與體育"
"313897","52290939","2024-03-26 13:18:47","3","100","1@XX@","2881@XX@","體適能遊戲-小碎步","健康與體育"
"313897","52290947","2024-03-26 13:18:55","4","100","1@XX@","3256@XX@","體適能遊戲-小碎步","健康與體育"
"313897","52290977","2024-03-26 13:19:15","9","100","1@XX@1@XX@","5175@XX@4073@XX@","體適能遊戲-跳躍摘蘋果","健康與體育"
"313897","52290986","2024-03-26 13:19:28","4","100","1@XX@1@XX@","1978@XX@2396@XX@","體適能遊戲-跳躍摘蘋果","健康與體育"
"313897","52290996","2024-03-26 13:19:35","4","100","1@XX@1@XX@","2223@XX@2401@XX@","體適能遊戲-跳躍摘蘋果","健康與體育"
"313897","52291014","2024-03-26 13:19:58","6","100","1@XX@1@XX@","3422@XX@2684@XX@","體適能遊戲-跳躍摘蘋果","健康與體育"
"313897","52291027","2024-03-26 13:20:16","5","0","0@XX@","4848@XX@","體適能要素-肌耐力","健康與體育"
"313897","52291030","2024-03-26 13:20:24","2","100","1@XX@","1765@XX@","體適能要素-肌耐力","健康與體育"
"313897","52291034","2024-03-26 13:20:30","1","100","1@XX@","1816@XX@","體適能要素-肌耐力","健康與體育"
"4561","52319337","2024-03-26 21:05:36","19","100","1@XX@1@XX@","13706@XX@5392@XX@","植物的根、莖","自然"
"4561","52319370","2024-03-26 21:07:20","6","100","1@XX@1@XX@","3237@XX@2840@XX@","植物的根、莖","自然"
"4561","52319379","2024-03-26 21:07:35","28","100","1@XX@1@XX@","6399@XX@21530@XX@","植物生長的過程","自然"
"4561","52319511","2024-03-26 21:11:46","38","100","1@XX@1@XX@","10842@XX@26936@XX@","經由觀察小動物，知道動物的一生是由出生、成長到死亡","自然"
