"exam_sn","review_sn","question_sn","question_timestamp","binary_res","finish_time","ans_time"
"26341480","112921365","1203","259","0","2024-04-02 13:04:13","661"
"26341487","112921365","1204","271","0","2024-04-02 13:05:07","661"
"26341489","112923652","1190","130","1","2024-04-02 13:05:10","288"
"26341491","112918177","1192","390","1","2024-04-02 13:05:14","1078"
"26341494","112921365","1203","259","1","2024-04-02 13:05:53","661"
"26341495","112921939","1203","259","0","2024-04-02 13:05:59","351"
"26341499","112921365","1204","271","1","2024-04-02 13:06:16","661"
"26341505","112921939","1204","271","0","2024-04-02 13:06:53","351"
"26341506","112922889","1191","309","1","2024-04-02 13:06:57","256"
"26341521","112922889","1192","390","1","2024-04-02 13:08:09","256"
"26341523","112923652","1191","309","1","2024-04-02 13:08:19","288"
"26341526","112921939","1205","315","0","2024-04-02 13:08:28","351"
"26341541","112921365","1205","315","0","2024-04-02 13:09:34","661"
"26341543","112923652","1192","390","1","2024-04-02 13:09:46","288"
"26341546","112921365","1205","315","1","2024-04-02 13:10:07","661"
"26341548","112921181","1195","106","1","2024-04-02 13:10:19","79"
"26341549","112925088","1195","106","1","2024-04-02 13:10:28","151"
"26341550","112921181","1194","114","1","2024-04-02 13:10:36","79"
"26341551","112925088","1194","114","1","2024-04-02 13:10:40","151"
"26341560","112921181","1196","138","1","2024-04-02 13:11:06","79"
"26341562","112925088","1196","138","1","2024-04-02 13:11:16","151"
"26341565","112921181","1197","161","1","2024-04-02 13:11:26","79"
"26341569","112925088","1197","161","1","2024-04-02 13:11:47","151"
"26341580","112925616","1202","83","0","2024-04-02 13:12:41","407"
"26341585","112924648","1202","83","1","2024-04-02 13:13:12","505"
"26341588","112925723","1202","83","1","2024-04-02 13:13:36","390"
"26341616","112926835","1113","339","0","2024-04-02 13:15:55","199"
"26341622","112925616","1203","259","0","2024-04-02 13:16:56","407"
"26341625","112925723","1203","259","0","2024-04-02 13:17:04","390"
"26341626","112925723","1203","259","1","2024-04-02 13:17:16","390"
"26341629","112926906","1202","83","1","2024-04-02 13:17:27","283"
"26341633","112927140","1190","130","0","2024-04-02 13:17:41","703"
"26341634","112925616","1204","271","0","2024-04-02 13:17:48","407"
"26341639","112925723","1204","271","0","2024-04-02 13:18:34","390"
"26341640","112924648","1203","259","1","2024-04-02 13:18:37","505"
"26341641","112926835","1113","339","1","2024-04-02 13:18:44","199"
"26341642","112925723","1204","271","1","2024-04-02 13:18:52","390"
"26341645","112928040","1113","339","1","2024-04-02 13:19:00","2"
"26341648","112925616","1205","315","0","2024-04-02 13:19:06","407"
"26341652","112924648","1204","271","1","2024-04-02 13:19:28","505"
"26341655","112925723","1205","315","0","2024-04-02 13:19:43","390"
"26341659","112925723","1205","315","0","2024-04-02 13:19:52","390"
"26341663","112927140","1190","130","1","2024-04-02 13:20:13","703"
"26341668","112926906","1203","259","1","2024-04-02 13:20:48","283"
"26341669","112927140","1191","309","1","2024-04-02 13:20:49","703"
"26341678","112926906","1204","271","0","2024-04-02 13:21:08","283"
"26341680","112924648","1205","315","0","2024-04-02 13:21:16","505"
"26341692","112926906","1205","315","0","2024-04-02 13:22:01","283"
"26341764","112928856","1195","106","0","2024-04-02 13:27:48","140"
"26341772","112928856","1194","114","1","2024-04-02 13:28:12","140"
"26341788","112928856","1196","138","1","2024-04-02 13:28:41","140"
"26341799","112927140","1192","390","1","2024-04-02 13:29:11","703"
"26341801","112928856","1197","161","1","2024-04-02 13:29:13","140"
"26341809","112928856","1197","161","1","2024-04-02 13:29:46","140"
"26341909","112930186","1202","83","0","2024-04-02 13:36:29","609"
"26341927","112930186","1202","83","1","2024-04-02 13:37:58","609"
"26342025","112930186","1203","259","1","2024-04-02 13:42:56","609"
"26342040","112930186","1204","271","0","2024-04-02 13:43:43","609"
"26342048","112930186","1204","271","0","2024-04-02 13:43:56","609"
"26342071","112930186","1204","271","1","2024-04-02 13:44:31","609"
"26342087","112930186","1205","315","0","2024-04-02 13:45:19","609"
"26342106","112930186","1205","315","1","2024-04-02 13:46:04","609"
"26349247","113050006","1190","130","1","2024-04-02 22:01:56","460"
"26349288","113050006","1191","309","1","2024-04-02 22:07:07","460"
"26349309","113050006","1192","390","1","2024-04-02 22:09:28","460"
"26349415","113052073","1202","83","1","2024-04-02 22:21:31","392"
"26349436","113052073","1203","259","0","2024-04-02 22:24:43","392"
"26349438","113052073","1203","259","1","2024-04-02 22:25:07","392"
"26349450","113052073","1204","271","0","2024-04-02 22:26:59","392"
"26349453","113052073","1204","271","1","2024-04-02 22:27:12","392"
"26349544","113054538","1205","315","0","2024-04-02 22:46:54","64"
"26349551","113054538","1205","315","1","2024-04-02 22:47:48","64"
"26349968","113059519","1190","130","1","2024-04-03 07:46:52","493"
"26350005","113059519","1191","309","1","2024-04-03 07:50:01","493"
"26350028","113059519","1192","390","1","2024-04-03 07:51:42","493"
"26352495","113111368","1202","83","0","2024-04-03 11:30:20","313"
"26352570","113111368","1203","259","0","2024-04-03 11:34:19","313"
"26352581","113111368","1204","271","0","2024-04-03 11:35:03","313"
"26352693","113116897","1205","315","1","2024-04-03 11:39:33","28"
"26361337","113270032","1110","31","1","2024-04-05 17:11:50","375"
"26361347","113270032","1111","107","1","2024-04-05 17:13:18","375"
"26361354","113270032","1112","175","0","2024-04-05 17:14:45","375"
"26361358","113270032","1113","339","1","2024-04-05 17:17:53","375"
"26361366","113270570","1114","20","1","2024-04-05 17:21:57","9"
"26361373","113270687","1115","91","0","2024-04-05 17:26:12","202"
"26361380","113270687","1116","148","0","2024-04-05 17:27:17","202"
"26361386","113270687","1117","230","0","2024-04-05 17:28:50","202"
"26373584","113472094","8217","314","0","2024-04-08 11:30:39","4"
"26413785","114281561","8217","314","1","2024-04-12 07:37:18","11"
"26424886","114500623","8224","91","0","2024-04-13 09:16:05","51"
"26424887","114500623","8224","91","1","2024-04-13 09:16:17","51"
"26450396","115031382","8217","314","1","2024-04-16 13:21:30","39"
"26451096","115047791","8223","91","1","2024-04-16 14:02:09","12"
"26473672","115505508","8224","91","0","2024-04-18 13:06:54","35"
"26473676","115505508","8224","91","1","2024-04-18 13:07:10","35"
"26523040","116316105","1087","45","0","2024-04-22 22:20:10","4"
"26523152","116316758","1087","45","1","2024-04-22 22:31:15","4"
"26523810","116320967","1088","72","0","2024-04-23 05:49:18","105"
"26523812","116320967","1089","129","0","2024-04-23 05:50:54","105"
"26523816","116321028","1094","35","1","2024-04-23 06:12:54","116"
"26523817","116321028","1095","72","1","2024-04-23 06:13:55","116"
"26523818","116321028","1096","115","1","2024-04-23 06:14:43","116"
"26523823","116321076","1102","111","0","2024-04-23 06:24:00","190"
"26523826","116321076","1103","180","1","2024-04-23 06:25:20","190"
"26523829","116321076","1104","276","0","2024-04-23 06:27:03","190"
"26523840","116321131","1097","196","0","2024-04-23 06:32:54","6"
"26524618","116331050","1087","45","0","2024-04-23 08:07:15","287"
"26524631","116331599","1087","45","1","2024-04-23 08:07:35","402"
"26524632","116332195","1087","45","0","2024-04-23 08:07:35","262"
"26524653","116331050","1087","45","1","2024-04-23 08:08:10","287"
"26524671","116331599","1088","72","1","2024-04-23 08:08:34","402"
"26524681","116332195","1088","72","0","2024-04-23 08:08:44","262"
"26524696","116332195","1088","72","1","2024-04-23 08:08:59","262"
"26524711","116331050","1088","72","1","2024-04-23 08:09:10","287"
"26524768","116332195","1089","129","1","2024-04-23 08:10:03","262"
"26524782","116331050","1089","129","0","2024-04-23 08:10:17","287"
"26524806","116333299","1087","45","1","2024-04-23 08:10:59","315"
"26524813","116332195","1090","192","0","2024-04-23 08:11:18","262"
"26524822","116331599","1089","129","1","2024-04-23 08:11:33","402"
"26524826","116332195","1090","192","1","2024-04-23 08:11:40","262"
"26524828","116333299","1088","72","1","2024-04-23 08:11:44","315"
"26524838","116331050","1090","192","0","2024-04-23 08:11:54","287"
"26524866","116333918","1087","45","1","2024-04-23 08:12:41","269"
"26524885","116333299","1089","129","1","2024-04-23 08:13:05","315"
"26524900","116333918","1088","72","1","2024-04-23 08:13:23","269"
"26524912","116331599","1090","192","1","2024-04-23 08:13:45","402"
"26524946","116334251","1088","72","0","2024-04-23 08:14:52","186"
"26524957","116333918","1089","129","1","2024-04-23 08:15:11","269"
"26524974","116336491","1094","35","1","2024-04-23 08:15:39","248"
"26524979","116333299","1090","192","0","2024-04-23 08:15:43","315"
"26524989","116334251","1089","129","1","2024-04-23 08:15:53","186"
"26524991","116333299","1090","192","1","2024-04-23 08:15:56","315"
"26525020","116333918","1090","192","1","2024-04-23 08:16:45","269"
"26525025","116336491","1095","72","1","2024-04-23 08:16:52","248"
"26525043","116337760","1094","35","1","2024-04-23 08:17:26","225"
"26525050","116336491","1096","115","1","2024-04-23 08:17:38","248"
"26525053","116334251","1090","192","1","2024-04-23 08:17:45","186"
"26525068","116337760","1095","72","1","2024-04-23 08:18:13","225"
"26525089","116338958","1087","45","0","2024-04-23 08:18:41","4"
"26525101","116337760","1096","115","1","2024-04-23 08:19:09","225"
"26525125","116340250","1094","35","1","2024-04-23 08:19:44","526"
"26525126","116336491","1097","196","0","2024-04-23 08:19:44","248"
"26525137","116340147","1094","35","1","2024-04-23 08:20:02","240"
"26525158","116340629","1094","35","1","2024-04-23 08:20:23","409"
"26525167","116340250","1094","35","1","2024-04-23 08:20:33","526"
"26525180","116340147","1095","72","1","2024-04-23 08:20:51","240"
"26525192","116337760","1097","196","1","2024-04-23 08:21:06","225"
"26525194","116340629","1095","72","1","2024-04-23 08:21:06","409"
"26525210","116340647","1087","45","1","2024-04-23 08:21:41","485"
"26525225","116341844","1094","35","1","2024-04-23 08:21:55","169"
"26525232","116340147","1096","115","1","2024-04-23 08:21:59","240"
"26525242","116340250","1095","72","1","2024-04-23 08:22:09","526"
"26525255","116340647","1087","45","1","2024-04-23 08:22:30","485"
"26525260","116340139","1087","45","1","2024-04-23 08:22:33","367"
"26525266","116342780","1094","35","1","2024-04-23 08:22:37","414"
"26525291","116340250","1094","35","1","2024-04-23 08:23:14","526"
"26525304","116340629","1096","115","1","2024-04-23 08:23:27","409"
"26525313","116341844","1095","72","1","2024-04-23 08:23:34","169"
"26525314","116341958","1087","45","1","2024-04-23 08:23:34","278"
"26525336","116340647","1088","72","1","2024-04-23 08:23:54","485"
"26525340","116342780","1095","72","1","2024-04-23 08:23:59","414"
"26525341","116340147","1097","196","1","2024-04-23 08:23:59","240"
"26525342","116340250","1095","72","1","2024-04-23 08:24:00","526"
"26525359","116340139","1088","72","0","2024-04-23 08:24:19","367"
"26525372","116341844","1096","115","1","2024-04-23 08:24:33","169"
"26525381","116343697","1098","78","1","2024-04-23 08:24:53","186"
"26525391","116341958","1088","72","0","2024-04-23 08:25:04","278"
"26525400","116341958","1088","72","1","2024-04-23 08:25:12","278"
"26525415","116340250","1095","72","1","2024-04-23 08:25:22","526"
"26525422","116342780","1094","35","1","2024-04-23 08:25:29","414"
"26525440","116340647","1089","129","1","2024-04-23 08:25:46","485"
"26525456","116343697","1099","129","1","2024-04-23 08:26:01","186"
"26525458","116340629","1097","196","1","2024-04-23 08:26:02","409"
"26525462","116340250","1096","115","1","2024-04-23 08:26:11","526"
"26525477","116341958","1089","129","0","2024-04-23 08:26:28","278"
"26525485","116340139","1089","129","0","2024-04-23 08:26:38","367"
"26525488","116346178","1087","45","0","2024-04-23 08:26:40","131"
"26525512","116342780","1095","72","1","2024-04-23 08:27:03","414"
"26525514","116340629","1097","196","1","2024-04-23 08:27:04","409"
"26525515","116343697","1100","183","1","2024-04-23 08:27:05","186"
"26525521","116345207","1087","45","1","2024-04-23 08:27:14","203"
"26525532","116345821","1097","196","1","2024-04-23 08:27:25","17"
"26525540","116346178","1087","45","1","2024-04-23 08:27:33","131"
"26525555","116346384","1102","111","0","2024-04-23 08:27:46","228"
"26525559","116341958","1090","192","1","2024-04-23 08:27:50","278"
"26525566","116343697","1101","229","1","2024-04-23 08:27:55","186"
"26525567","116342780","1096","115","1","2024-04-23 08:27:55","414"
"26525574","116345695","1087","45","0","2024-04-23 08:28:02","249"
"26525581","116340250","1097","196","1","2024-04-23 08:28:10","526"
"26525584","116340139","1090","192","1","2024-04-23 08:28:12","367"
"26525588","116340647","1090","192","0","2024-04-23 08:28:16","485"
"26525590","116346178","1088","72","0","2024-04-23 08:28:19","131"
"26525597","116345207","1088","72","0","2024-04-23 08:28:28","203"
"26525599","116346178","1088","72","1","2024-04-23 08:28:29","131"
"26525628","116346384","1103","180","0","2024-04-23 08:29:00","228"
"26525636","116345695","1088","72","1","2024-04-23 08:29:09","249"
"26525652","116342780","1097","196","1","2024-04-23 08:29:25","414"
"26525653","116340647","1090","192","1","2024-04-23 08:29:25","485"
"26525690","116345207","1089","129","1","2024-04-23 08:30:00","203"
"26525696","116345695","1089","129","0","2024-04-23 08:30:12","249"
"26525760","116346384","1104","276","0","2024-04-23 08:31:27","228"
"26525766","116345695","1090","192","1","2024-04-23 08:31:34","249"
"26531859","116446975","1098","78","1","2024-04-23 12:36:07","83"
"26531871","116447374","1094","35","1","2024-04-23 12:36:58","668"
"26531876","116446975","1099","129","1","2024-04-23 12:37:17","83"
"26531877","116447363","1087","45","1","2024-04-23 12:37:17","223"
"26531887","116447582","1098","78","1","2024-04-23 12:38:01","382"
"26531891","116447374","1094","35","1","2024-04-23 12:38:29","668"
"26531895","116447363","1088","72","1","2024-04-23 12:38:46","223"
"26531902","116447582","1098","78","1","2024-04-23 12:39:12","382"
"26531903","116447374","1095","72","1","2024-04-23 12:39:18","668"
"26531906","116447878","1087","45","1","2024-04-23 12:39:36","130"
"26531910","116447374","1094","35","1","2024-04-23 12:39:57","668"
"26531911","116447878","1088","72","1","2024-04-23 12:40:00","130"
"26531914","116447666","1098","78","1","2024-04-23 12:40:09","342"
"26531916","116447881","1101","229","1","2024-04-23 12:40:17","6"
"26531917","116447804","8218","96","1","2024-04-23 12:40:18","3"
"26531918","116447687","1094","35","1","2024-04-23 12:40:20","714"
"26531921","116447374","1095","72","1","2024-04-23 12:40:38","668"
"26531923","116447363","1088","72","1","2024-04-23 12:40:41","223"
"26531924","116447789","1098","78","1","2024-04-23 12:40:42","298"
"26531926","116447878","1089","129","1","2024-04-23 12:40:58","130"
"26531927","116447374","1095","72","1","2024-04-23 12:41:01","668"
"26531928","116447326","1090","192","1","2024-04-23 12:41:03","5"
"26531931","116447687","1095","72","1","2024-04-23 12:41:23","714"
"26531932","116448052","1098","78","1","2024-04-23 12:41:39","180"
"26531934","116447878","1090","192","1","2024-04-23 12:41:43","130"
"26531936","116447582","1099","129","1","2024-04-23 12:41:55","382"
"26531938","116447374","1096","115","1","2024-04-23 12:41:57","668"
"26531943","116447789","1099","129","1","2024-04-23 12:42:29","298"
"26531946","116448052","1099","129","1","2024-04-23 12:42:38","180"
"26531948","116447770","1098","78","1","2024-04-23 12:42:43","339"
"26531949","116448058","1094","35","1","2024-04-23 12:42:48","406"
"26531952","116447582","1100","183","1","2024-04-23 12:43:10","382"
"26531954","116447666","1099","129","1","2024-04-23 12:43:31","342"
"26531957","116448052","1100","183","1","2024-04-23 12:43:37","180"
"26531959","116447687","1094","35","1","2024-04-23 12:43:39","714"
"26531965","116447789","1100","183","1","2024-04-23 12:44:02","298"
"26531966","116448915","1089","129","0","2024-04-23 12:44:03","23"
"26531967","116447770","1098","78","1","2024-04-23 12:44:11","339"
"26531970","116447582","1101","229","1","2024-04-23 12:44:20","382"
"26531971","116448052","1101","229","1","2024-04-23 12:44:33","180"
"26531974","116447666","1100","183","1","2024-04-23 12:44:50","342"
"26531977","116449130","1094","35","1","2024-04-23 12:44:55","392"
"26531979","116448748","1094","35","1","2024-04-23 12:45:06","339"
"26531984","116448058","1095","72","1","2024-04-23 12:45:16","406"
"26531987","116447687","1094","35","1","2024-04-23 12:45:23","714"
"26531989","116447770","1099","129","1","2024-04-23 12:45:31","339"
"26531990","116447789","1101","229","1","2024-04-23 12:45:37","298"
"26531993","116447666","1101","229","0","2024-04-23 12:45:47","342"
"26531996","116448058","1096","115","1","2024-04-23 12:46:06","406"
"26531998","116447687","1094","35","1","2024-04-23 12:46:15","714"
"26532000","116449672","1087","45","0","2024-04-23 12:46:30","326"
"26532002","116448748","1095","72","1","2024-04-23 12:46:34","339"
"26532006","116447770","1100","183","1","2024-04-23 12:46:46","339"
"26532010","116450145","1087","45","1","2024-04-23 12:46:54","5"
"26532016","116447687","1095","72","1","2024-04-23 12:47:14","714"
"26532017","116450449","1106","36","1","2024-04-23 12:47:22","183"
"26532020","116450429","1170","56","0","2024-04-23 12:47:31","8"
"26532022","116449672","1087","45","1","2024-04-23 12:47:35","326"
"26532024","116448748","1096","115","1","2024-04-23 12:47:39","339"
"26532025","116449130","1094","35","1","2024-04-23 12:47:41","392"
"26532029","116447374","1097","196","1","2024-04-23 12:47:58","668"
"26532033","116447687","1096","115","1","2024-04-23 12:48:04","714"
"26532036","116447770","1101","229","1","2024-04-23 12:48:16","339"
"26532042","116449672","1088","72","0","2024-04-23 12:48:33","326"
"26532045","116449672","1088","72","1","2024-04-23 12:48:49","326"
"26532047","116450449","1107","82","0","2024-04-23 12:48:54","183"
"26532050","116449130","1095","72","1","2024-04-23 12:48:57","392"
"26532052","116450449","1107","82","1","2024-04-23 12:49:08","183"
"26532053","116448058","1097","196","1","2024-04-23 12:49:09","406"
"26532059","116450449","1108","97","1","2024-04-23 12:49:28","183"
"26532060","116451740","1094","35","1","2024-04-23 12:49:34","5"
"26532062","116449130","1096","115","1","2024-04-23 12:49:50","392"
"26532070","116449672","1089","129","1","2024-04-23 12:50:16","326"
"26532071","116450449","1109","145","1","2024-04-23 12:50:22","183"
"26532075","116448748","1097","196","1","2024-04-23 12:50:33","339"
"26532077","116452022","1087","45","1","2024-04-23 12:50:47","351"
"26532080","116447687","1097","196","1","2024-04-23 12:51:03","714"
"26532086","116452470","1106","36","1","2024-04-23 12:51:18","142"
"26532087","116449130","1097","196","1","2024-04-23 12:51:21","392"
"26532089","116451737","1101","229","1","2024-04-23 12:51:30","6"
"26532092","116449672","1090","192","1","2024-04-23 12:51:46","326"
"26532096","116452470","1107","82","0","2024-04-23 12:52:13","142"
"26532099","116453074","1094","35","1","2024-04-23 12:52:23","448"
"26532102","116452470","1108","97","1","2024-04-23 12:52:34","142"
"26532105","116452543","1098","78","1","2024-04-23 12:52:37","213"
"26532107","116453138","1094","35","1","2024-04-23 12:52:44","54"
"26532108","116452881","1089","129","1","2024-04-23 12:52:48","184"
"26532111","116451831","1102","111","0","2024-04-23 12:53:02","8"
"26532112","116453074","1095","72","1","2024-04-23 12:53:05","448"
"26532118","116452022","1088","72","1","2024-04-23 12:53:26","351"
"26532119","116453835","1087","45","0","2024-04-23 12:53:26","31"
"26532121","116452470","1109","145","1","2024-04-23 12:53:28","142"
"26532123","116453138","1095","72","1","2024-04-23 12:53:33","54"
"26532125","116452543","1099","129","1","2024-04-23 12:53:36","213"
"26532126","116453835","1088","72","1","2024-04-23 12:53:36","31"
"26532127","116453175","1098","78","1","2024-04-23 12:53:37","373"
"26532131","116453835","1089","129","1","2024-04-23 12:53:47","31"
"26532132","116453273","1087","45","0","2024-04-23 12:53:47","341"
"26532137","116453247","1098","78","1","2024-04-23 12:53:53","257"
"26532139","116453835","1090","192","1","2024-04-23 12:53:55","31"
"26532143","116454042","1098","78","1","2024-04-23 12:54:02","182"
"26532155","116453441","1098","78","1","2024-04-23 12:54:33","325"
"26532161","116454241","1106","36","1","2024-04-23 12:54:56","140"
"26532163","116452022","1089","129","0","2024-04-23 12:54:57","351"
"26532164","116453273","1087","45","1","2024-04-23 12:54:59","341"
"26532165","116453247","1099","129","1","2024-04-23 12:55:00","257"
"26532166","116452543","1100","183","1","2024-04-23 12:55:01","213"
"26532167","116453074","1094","35","1","2024-04-23 12:55:01","448"
"26532168","116454042","1099","129","1","2024-04-23 12:55:02","182"
"26532171","116454648","1106","36","1","2024-04-23 12:55:18","160"
"26532174","116452881","1090","192","1","2024-04-23 12:55:34","184"
"26532176","116453175","1099","129","1","2024-04-23 12:55:38","373"
"26532177","116453273","1088","72","1","2024-04-23 12:55:39","341"
"26532179","116454241","1107","82","1","2024-04-23 12:55:45","140"
"26532184","116453441","1099","129","1","2024-04-23 12:56:01","325"
"26532185","116454042","1100","183","1","2024-04-23 12:56:01","182"
"26532187","116452543","1101","229","1","2024-04-23 12:56:05","213"
"26532188","116454241","1108","97","1","2024-04-23 12:56:13","140"
"26532190","116453074","1095","72","1","2024-04-23 12:56:13","448"
"26532191","116454648","1107","82","1","2024-04-23 12:56:14","160"
"26532192","116453247","1100","183","1","2024-04-23 12:56:15","257"
"26532194","116452022","1090","192","1","2024-04-23 12:56:21","351"
"26532195","116455010","1106","36","1","2024-04-23 12:56:21","182"
"26532196","116455114","1094","35","1","2024-04-23 12:56:23","3"
"26532201","116453527","1102","111","1","2024-04-23 12:56:31","501"
"26532202","116454648","1108","97","1","2024-04-23 12:56:39","160"
"26532209","116454042","1101","229","1","2024-04-23 12:56:55","182"
"26532213","116453074","1096","115","1","2024-04-23 12:57:00","448"
"26532214","116453273","1089","129","1","2024-04-23 12:57:05","341"
"26532215","116454241","1109","145","1","2024-04-23 12:57:05","140"
"26532218","116455097","1094","35","1","2024-04-23 12:57:10","277"
"26532219","116455010","1107","82","1","2024-04-23 12:57:11","182"
"26532226","116455010","1108","97","1","2024-04-23 12:57:34","182"
"26532231","116454648","1109","145","1","2024-04-23 12:57:45","160"
"26532237","116455185","1102","111","0","2024-04-23 12:57:55","402"
"26532240","116453247","1101","229","1","2024-04-23 12:58:02","257"
"26532241","116455097","1095","72","1","2024-04-23 12:58:04","277"
"26532245","116453175","1100","183","1","2024-04-23 12:58:13","373"
"26532246","116453527","1103","180","1","2024-04-23 12:58:15","501"
"26532251","116455010","1109","145","1","2024-04-23 12:58:28","182"
"26532254","116453273","1090","192","1","2024-04-23 12:58:38","341"
"26532255","116455382","1087","45","1","2024-04-23 12:58:42","306"
"26532257","116453441","1100","183","1","2024-04-23 12:58:44","325"
"26532259","116455097","1096","115","1","2024-04-23 12:58:53","277"
"26532262","116454358","1102","111","0","2024-04-23 12:59:06","464"
"26532269","116455010","1109","145","1","2024-04-23 12:59:20","182"
"26532282","116453175","1101","229","1","2024-04-23 12:59:45","373"
"26532284","116453074","1097","196","1","2024-04-23 12:59:48","448"
"26532286","116455185","1103","180","0","2024-04-23 12:59:51","402"
"26532287","116453441","1101","229","1","2024-04-23 12:59:52","325"
"26532293","116455382","1088","72","1","2024-04-23 13:00:09","306"
"26532299","116457022","1094","35","1","2024-04-23 13:00:33","8"
"26532308","116453527","1104","276","0","2024-04-23 13:00:54","501"
"26532312","116454358","1103","180","0","2024-04-23 13:01:15","464"
"26532313","116455469","1087","45","1","2024-04-23 13:01:15","577"
"26532320","116456994","1102","111","1","2024-04-23 13:01:24","769"
"26532321","116455469","1087","45","1","2024-04-23 13:01:33","577"
"26532322","116455382","1089","129","1","2024-04-23 13:01:36","306"
"26532325","116455097","1097","196","1","2024-04-23 13:01:43","277"
"26532327","116456005","1094","35","1","2024-04-23 13:01:55","548"
"26532331","116456969","1094","35","1","2024-04-23 13:02:02","402"
"26532332","116455185","1104","276","1","2024-04-23 13:02:04","402"
"26532336","116457076","1088","72","1","2024-04-23 13:02:19","17"
"26532341","116455382","1090","192","0","2024-04-23 13:02:38","306"
"26532343","116457318","1098","78","1","2024-04-23 13:02:40","209"
"26532347","116457885","1107","82","1","2024-04-23 13:02:48","106"
"26532349","116455382","1090","192","1","2024-04-23 13:02:52","306"
"26532350","116453527","1104","276","1","2024-04-23 13:02:53","501"
"26532352","116457921","1094","35","1","2024-04-23 13:02:54","33"
"26532356","116456005","1095","72","1","2024-04-23 13:03:00","548"
"26532357","116457921","1095","72","1","2024-04-23 13:03:01","33"
"26532358","116456969","1095","72","1","2024-04-23 13:03:07","402"
"26532359","116457885","1108","97","1","2024-04-23 13:03:09","106"
"26532365","116457921","1096","115","1","2024-04-23 13:03:18","33"
"26532366","116457921","1097","196","1","2024-04-23 13:03:25","33"
"26532368","116456955","1102","111","0","2024-04-23 13:03:36","415"
"26532372","116456994","1103","180","1","2024-04-23 13:03:46","769"
"26532373","116457318","1099","129","1","2024-04-23 13:03:47","209"
"26532376","116456952","8218","96","0","2024-04-23 13:04:05","2"
"26532378","116457686","1102","111","0","2024-04-23 13:04:17","740"
"26532381","116456969","1096","115","1","2024-04-23 13:04:24","402"
"26532382","116457885","1109","145","0","2024-04-23 13:04:28","106"
"26532385","116455185","1105","368","1","2024-04-23 13:04:32","402"
"26532390","116453527","1105","368","1","2024-04-23 13:04:43","501"
"26532392","116455469","1088","72","1","2024-04-23 13:04:48","577"
"26532395","116454358","1104","276","0","2024-04-23 13:05:02","464"
"26532398","116457318","1100","183","1","2024-04-23 13:05:05","209"
"26532401","116458346","1106","36","1","2024-04-23 13:05:11","202"
"26532405","116456955","1103","180","1","2024-04-23 13:05:24","415"
"26532406","116457790","1095","72","1","2024-04-23 13:05:25","301"
"26532409","116456005","1096","115","1","2024-04-23 13:05:33","548"
"26532412","116458410","1098","78","1","2024-04-23 13:05:39","89"
"26532417","116458646","1106","36","1","2024-04-23 13:05:48","258"
"26532419","116455469","1089","129","1","2024-04-23 13:05:54","577"
"26532421","116457318","1101","229","1","2024-04-23 13:05:57","209"
"26532422","116458410","1098","78","1","2024-04-23 13:06:03","89"
"26532427","116458346","1107","82","1","2024-04-23 13:06:20","202"
"26532434","116454358","1105","368","1","2024-04-23 13:06:42","464"
"26532435","116458346","1108","97","1","2024-04-23 13:06:42","202"
"26532439","116458410","1099","129","1","2024-04-23 13:06:57","89"
"26532445","116458977","1106","36","1","2024-04-23 13:07:10","278"
"26532453","116458646","1107","82","1","2024-04-23 13:07:33","258"
"26532460","116459149","1094","35","1","2024-04-23 13:07:53","372"
"26532465","116457790","1096","115","1","2024-04-23 13:08:10","301"
"26532467","116456955","1104","276","0","2024-04-23 13:08:21","415"
"26532472","116458346","1109","145","1","2024-04-23 13:08:28","202"
"26532476","116459149","1095","72","1","2024-04-23 13:08:34","372"
"26532477","116456969","1097","196","1","2024-04-23 13:08:36","402"
"26532478","116459149","1095","72","1","2024-04-23 13:08:45","372"
"26532480","116458646","1108","97","1","2024-04-23 13:08:47","258"
"26532481","116458977","1107","82","1","2024-04-23 13:08:57","278"
"26532483","116457686","1103","180","0","2024-04-23 13:09:08","740"
"26532485","116459744","1094","35","1","2024-04-23 13:09:14","216"
"26532487","116458977","1108","97","1","2024-04-23 13:09:18","278"
"26532492","116457686","1103","180","1","2024-04-23 13:09:30","740"
"26532496","116459736","1100","183","1","2024-04-23 13:09:32","55"
"26532501","116458646","1109","145","1","2024-04-23 13:09:54","258"
"26532502","116459744","1095","72","1","2024-04-23 13:09:58","216"
"26532504","116459925","1102","111","0","2024-04-23 13:09:59","82"
"26532507","116455469","1090","192","1","2024-04-23 13:10:06","577"
"26532508","116460118","1094","35","1","2024-04-23 13:10:13","141"
"26532509","116459679","1102","111","1","2024-04-23 13:10:13","281"
"26532514","116459736","1101","229","1","2024-04-23 13:10:22","55"
"26532515","116456955","1105","368","1","2024-04-23 13:10:26","415"
"26532516","116456005","1097","196","1","2024-04-23 13:10:32","548"
"26532518","116459744","1096","115","1","2024-04-23 13:10:44","216"
"26532520","116460118","1095","72","1","2024-04-23 13:10:59","141"
"26532523","116459925","1103","180","0","2024-04-23 13:11:14","82"
"26532525","116459679","1103","180","1","2024-04-23 13:11:25","281"
"26532528","116460118","1096","115","1","2024-04-23 13:11:32","141"
"26532529","116458977","1109","145","1","2024-04-23 13:11:33","278"
"26532535","116460445","1098","78","1","2024-04-23 13:11:53","96"
"26532539","116459149","1096","115","1","2024-04-23 13:12:07","372"
"26532546","116460118","1097","196","1","2024-04-23 13:12:31","141"
